,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
1543,30,1,144.9,7,18519,12,4,2,0,0,1
1544,10,0,169.0,7,25767,24,4,0,1,0,0
1545,10,0,90.33,12,4322,1,4,3,0,3,1
1546,6,0,78.0,3,12180,2,2,2,0,0,1
1547,210,0,72.75,10,11853,8,3,3,1,0,1
1548,61,0,78.25,8,24046,28,3,1,2,0,1
1549,305,0,89.0,11,14313,4,3,2,1,0,0
1550,27,0,142.78,4,11126,11,4,3,1,1,0
1551,15,1,104.5,12,25458,4,4,2,2,0,1
1552,123,1,76.5,7,20167,13,4,0,1,0,0
1553,1,0,129.56,9,4723,22,4,1,0,3,1
1554,20,2,80.85,9,2757,2,4,4,0,0,1
1555,16,0,88.33,1,14696,30,4,1,2,0,1
1556,75,0,135.9,8,30645,14,4,0,2,0,0
1557,86,0,100.0,9,27415,9,2,2,0,0,1
1558,122,3,144.9,9,17872,7,4,4,2,0,1
1559,0,0,81.0,8,8168,6,4,1,0,3,1
1560,155,0,143.1,9,7930,18,4,0,2,0,0
1561,16,1,79.0,2,23898,20,4,1,0,3,1
1562,0,0,91.2,9,33314,8,3,1,0,0,1
1563,22,1,91.0,3,32399,20,4,0,1,0,1
1564,61,1,207.64,9,4009,7,4,5,2,0,1
1565,112,1,76.5,8,8693,7,4,2,2,0,0
1566,305,0,89.0,11,32506,4,3,2,1,0,0
1567,221,0,80.0,8,1385,12,4,1,0,0,0
1568,101,1,148.9,8,14075,8,4,5,3,0,1
1569,0,0,98.0,8,10576,7,4,1,0,0,0
1570,240,2,90.95,10,3040,27,4,3,1,0,1
1571,204,1,180.9,10,6918,7,4,2,0,0,0
1572,13,0,73.0,4,5384,26,3,3,0,1,1
1573,154,1,120.7,7,17366,7,4,3,1,0,0
1574,47,2,91.8,11,34301,1,4,4,0,0,1
1575,140,2,76.5,8,12569,10,4,6,3,0,1
1576,66,3,124.5,11,7549,10,4,3,0,0,1
1577,42,0,81.9,3,15659,11,4,2,0,0,1
1578,15,0,97.0,12,21342,23,4,1,0,0,1
1579,124,0,94.5,8,21660,8,3,1,2,1,0
1580,125,0,132.67,12,33403,1,4,3,2,0,0
1581,304,0,89.0,11,31676,3,3,3,0,0,0
1582,161,0,130.0,3,1128,25,4,2,1,1,0
1583,204,0,72.75,10,16867,9,3,2,2,0,1
1584,66,1,106.5,11,6933,10,4,3,0,3,1
1585,35,0,60.0,11,1947,2,3,3,1,0,1
1586,36,0,85.0,10,6690,25,3,3,0,0,1
1587,140,0,70.0,12,22436,29,3,5,0,0,1
1588,245,0,110.0,7,12632,6,3,4,2,0,0
1589,69,0,59.5,3,21470,24,3,3,1,0,1
1590,0,1,110.46,7,5038,5,4,3,0,3,1
1591,121,1,119.85,5,29501,31,4,5,2,0,1
1592,8,0,66.98,11,10878,26,4,3,0,0,1
1593,21,0,85.0,2,27354,11,4,1,0,0,0
1594,20,1,86.0,2,33444,8,4,5,3,0,0
1595,32,0,73.0,11,25048,20,3,2,0,0,1
1596,169,0,106.0,4,15166,22,3,2,2,1,0
1597,213,0,130.0,6,19336,7,3,3,0,0,0
1598,252,0,106.3,10,19155,15,4,1,2,0,0
1599,92,0,89.55,9,6479,12,3,2,2,0,1
1600,50,1,64.67,11,6971,16,4,4,0,0,1
1601,9,0,90.0,2,27910,3,4,1,0,3,1
1602,105,0,75.0,4,25793,6,3,1,0,0,0
1603,24,0,187.0,7,4034,26,4,2,0,0,0
1604,1,2,106.0,8,35860,20,4,2,0,0,1
1605,39,0,109.0,8,36011,14,3,2,0,1,1
1606,38,0,107.1,7,16312,1,4,3,2,3,1
1607,0,1,0.0,5,3050,4,1,1,0,0,1
1608,0,0,0.0,11,540,19,1,1,0,0,1
1609,1,0,85.0,12,32709,10,2,1,0,0,1
1610,269,0,70.0,12,23244,29,3,3,2,0,1
1611,5,0,80.0,2,27550,24,2,4,0,0,1
1612,60,1,65.0,10,6688,12,3,3,1,0,1
1613,113,0,100.0,5,18971,31,2,3,0,0,0
1614,7,1,92.4,10,34254,28,4,2,0,0,1
1615,1,1,0.0,9,13876,14,4,0,0,0,1
1616,53,2,135.9,6,32750,28,4,5,0,0,1
1617,76,1,151.2,10,10687,22,4,1,0,0,0
1618,117,0,48.6,7,1879,7,4,15,5,0,0
1619,273,0,87.0,7,35195,17,3,2,0,1,1
1620,57,0,105.25,4,12249,22,4,5,2,0,1
1621,0,0,0.0,8,988,3,1,0,1,0,1
1622,3,3,90.0,8,4968,23,4,0,1,0,1
1623,92,0,101.52,5,195,30,3,2,1,0,1
1624,16,1,141.0,3,18209,29,4,4,0,0,1
1625,196,1,150.45,9,9365,19,4,3,1,0,0
1626,0,0,139.0,3,18552,20,4,0,1,0,1
1627,8,1,127.0,8,7216,28,4,0,2,3,1
1628,143,1,100.0,8,2742,25,3,3,0,0,1
1629,30,1,162.35,6,16424,20,4,0,1,0,1
1630,32,0,73.0,11,14056,20,3,2,0,0,1
1631,119,0,94.5,5,10102,6,4,2,0,3,0
1632,123,1,94.5,5,18122,17,4,3,0,3,1
1633,143,0,100.3,6,17547,2,4,3,2,0,0
1634,1,1,203.81,10,14901,29,4,1,0,1,1
1635,3,1,155.0,5,12091,28,4,1,0,0,1
1636,70,0,97.33,4,29209,22,4,2,2,0,1
1637,28,1,96.36,9,1770,29,4,4,0,0,1
1638,74,0,101.5,9,8805,18,3,2,0,1,1
1639,15,0,88.4,12,24268,20,4,5,2,0,1
1640,111,1,121.5,7,18506,16,4,1,0,0,1
1641,64,0,73.95,2,20085,12,4,2,2,0,0
1642,189,4,96.3,10,1918,28,4,2,1,0,1
1643,94,0,127.93,5,2701,18,4,4,0,0,0
1644,132,1,90.9,7,2852,3,4,0,2,1,1
1645,29,2,88.4,11,31618,29,4,5,0,0,1
1646,275,0,110.0,4,11533,17,3,0,2,1,0
1647,3,1,87.0,11,11247,27,4,1,0,0,0
1648,50,0,131.4,11,1810,11,4,2,0,1,0
1649,130,1,100.8,8,35887,24,4,2,0,0,1
1650,298,1,79.59,10,25905,9,4,5,2,0,1
1651,247,0,109.0,6,823,6,4,1,1,1,0
1652,38,0,177.3,4,24783,21,4,3,1,0,0
1653,167,0,78.2,10,29414,5,3,2,0,0,0
1654,34,0,224.67,9,23582,23,3,3,0,1,0
1655,305,0,89.0,11,7257,4,4,2,1,0,0
1656,221,0,65.0,10,13630,10,3,1,2,0,1
1657,100,0,132.18,5,15942,2,4,3,1,0,0
1658,33,1,113.0,11,21112,26,4,1,0,0,1
1659,185,2,81.77,5,26603,6,4,2,0,0,0
1660,167,0,78.2,10,15987,5,3,2,0,0,0
1661,162,0,96.3,7,21020,1,4,2,1,0,0
1662,174,0,109.65,9,6165,4,4,2,2,3,0
1663,14,1,79.0,2,26591,13,4,1,2,3,1
1664,117,0,79.2,11,10596,13,4,0,2,3,1
1665,161,0,130.0,3,23862,25,3,2,1,1,0
1666,6,0,0.0,12,27272,10,4,2,0,0,1
1667,223,0,102.85,10,13152,3,4,3,1,0,0
1668,136,1,154.8,9,33927,30,4,2,1,0,0
1669,109,0,108.0,10,1366,11,4,1,0,3,0
1670,28,2,75.0,9,27565,27,3,1,0,0,1
1671,28,0,97.0,1,33057,8,3,2,0,1,1
1672,65,2,137.7,4,9966,24,4,0,2,0,1
1673,275,0,110.0,4,25958,17,3,0,2,1,0
1674,54,2,85.5,9,17037,15,4,1,0,0,1
1675,183,0,110.0,9,27424,8,3,3,0,0,0
1676,83,0,75.0,12,31042,11,3,1,2,0,1
1677,10,0,120.0,11,7782,10,4,1,0,0,0
1678,104,0,80.75,4,36121,28,3,4,2,0,1
1679,0,2,129.0,6,6107,18,4,1,2,3,1
1680,39,0,101.5,8,2924,14,3,2,0,1,1
1681,6,0,106.0,2,12683,5,4,2,0,0,0
1682,64,0,149.4,9,5314,16,4,1,0,0,0
1683,15,1,80.3,1,32063,22,4,2,0,0,1
1684,1,1,151.0,8,5428,4,4,1,0,0,1
1685,20,0,131.2,9,3399,26,4,3,1,0,0
1686,84,0,127.8,10,15265,10,4,2,1,0,1
1687,74,1,63.75,11,17874,17,4,3,0,0,0
1688,169,2,167.45,7,24389,5,4,4,0,0,0
1689,190,4,132.6,9,30123,2,4,4,2,0,1
1690,76,1,135.0,10,2213,12,4,4,2,0,0
1691,34,0,224.67,9,7151,23,4,3,0,1,0
1692,124,0,96.9,7,10262,14,3,5,2,0,1
1693,7,0,153.0,8,25179,17,4,1,1,3,1
1694,55,1,68.07,11,36177,24,4,3,2,0,1
1695,125,2,121.55,6,13404,27,4,5,1,0,1
1696,219,0,108.0,9,24025,4,3,1,0,1,0
1697,69,1,90.95,10,27327,17,3,3,1,0,1
1698,36,2,150.3,4,10037,4,4,0,1,0,1
1699,20,2,107.0,10,5567,7,4,2,0,0,1
1700,0,1,79.0,5,34008,8,4,0,1,3,1
1701,1,0,121.0,6,4120,11,4,1,0,0,1
1702,7,2,104.0,12,21303,4,4,0,2,0,1
1703,8,0,114.75,5,25033,24,4,1,0,0,1
1704,33,0,64.0,1,2067,25,2,1,1,0,1
1705,25,0,125.5,4,29751,17,4,2,2,0,1
1706,304,0,89.0,11,571,3,4,3,0,0,0
1707,4,1,80.08,3,29298,14,4,2,1,0,1
1708,81,2,79.2,12,5991,7,4,1,0,3,1
1709,42,2,162.5,8,22469,21,4,5,4,0,1
1710,19,1,134.0,9,28202,17,4,1,1,3,0
1711,14,0,143.0,7,14799,6,2,1,0,0,1
1712,91,1,107.1,8,1052,21,4,0,2,3,1
1713,36,1,116.1,5,21524,1,4,2,2,3,1
1714,32,1,92.83,5,2221,8,4,2,2,0,1
1715,95,3,103.7,12,341,21,4,5,2,0,1
1716,0,0,106.0,2,29306,13,4,1,1,0,0
1717,92,0,90.0,11,32734,11,3,1,0,0,1
1718,186,1,111.76,7,26865,28,4,3,2,0,0
1719,76,1,122.4,8,8719,10,4,4,0,0,0
1720,13,0,119.2,9,18028,20,4,1,0,0,1
1721,18,0,137.67,3,26461,19,4,1,2,0,0
1722,86,3,90.95,9,360,3,3,2,2,0,1
1723,9,0,169.11,9,34933,20,4,5,4,3,1
1724,73,1,60.29,3,17573,29,4,2,0,3,1
1725,131,2,137.7,8,6762,26,4,2,1,0,1
1726,39,0,126.9,5,35791,7,4,1,2,0,1
1727,124,1,137.7,11,8714,2,4,4,0,1,1
1728,11,0,136.0,10,18371,23,4,1,0,0,1
1729,15,0,88.0,3,5650,10,4,4,2,3,0
1730,6,0,65.0,9,26467,30,2,2,0,0,1
1731,2,1,176.0,5,21833,26,4,3,0,0,1
1732,92,1,90.0,5,21207,4,3,4,0,0,0
1733,8,2,224.5,10,30075,2,4,4,2,0,1
1734,23,1,115.0,4,35,27,4,1,0,3,1
1735,9,0,58.0,2,22136,8,3,2,1,3,1
1736,2,2,85.0,6,23258,13,4,0,1,0,1
1737,71,0,120.0,6,33401,14,3,3,0,0,1
1738,131,0,126.36,9,18821,28,4,4,0,0,0
1739,136,1,105.6,5,13275,30,4,2,1,0,0
1740,57,0,124.2,9,4438,6,4,3,0,0,0
1741,72,1,53.95,9,24400,19,4,3,1,0,1
1742,165,2,72.25,7,14985,31,3,4,2,0,0
1743,276,0,95.67,9,34036,22,3,3,0,0,1
1744,55,0,104.0,4,20906,6,3,1,0,1,1
1745,4,1,85.03,2,29225,12,4,2,1,0,1
1746,6,1,95.0,1,27451,26,4,1,0,0,1
1747,33,0,79.11,10,430,21,3,4,0,1,1
1748,35,0,79.2,12,15817,7,4,7,2,3,0
1749,418,0,107.0,9,34117,26,3,2,1,1,0
1750,7,1,126.0,3,17393,23,4,4,0,3,1
1751,26,0,78.2,11,31134,12,3,2,2,0,0
1752,1,0,87.82,7,20761,11,4,0,1,3,1
1753,115,2,129.6,9,3001,6,4,8,2,0,1
1754,93,0,115.0,10,16520,15,3,1,2,0,0
1755,258,0,110.0,10,5986,16,4,0,1,0,0
1756,115,1,72.25,12,26134,24,4,3,0,0,0
1757,129,0,132.3,10,30079,10,4,5,1,0,0
1758,0,1,65.0,3,7299,9,2,1,0,0,1
1759,168,0,91.45,7,5950,18,3,1,1,0,1
1760,7,1,201.0,4,22089,20,4,3,0,0,0
1761,55,0,159.3,5,28344,8,4,1,2,0,1
1762,56,1,117.45,9,29764,4,4,2,2,0,1
1763,127,0,89.25,7,35385,25,4,3,1,3,0
1764,181,1,117.73,5,4411,11,4,4,0,0,0
1765,133,1,80.75,4,3437,25,3,2,1,0,1
1766,9,0,104.0,6,33056,22,4,2,0,0,1
1767,131,0,94.5,8,18239,15,3,1,2,1,1
1768,3,0,156.0,5,25206,20,4,1,0,0,0
1769,64,1,118.8,4,20898,23,4,1,1,0,1
1770,8,1,103.0,3,4398,11,4,2,1,0,1
1771,36,1,116.1,5,23933,21,4,1,1,3,1
1772,45,1,106.2,4,16034,28,4,1,0,0,1
1773,145,2,174.15,11,23812,7,4,3,1,0,1
1774,213,0,119.85,9,10074,19,4,5,3,0,0
1775,66,1,114.3,3,16081,19,4,1,1,0,1
1776,64,0,140.4,5,27767,27,4,2,0,0,0
1777,0,0,106.28,9,22350,15,4,1,0,3,1
1778,57,1,60.98,11,27464,22,4,1,0,3,1
1779,176,0,125.1,9,16866,8,3,3,0,0,0
1780,57,1,90.67,6,6345,10,3,2,1,0,1
1781,21,1,109.23,6,19392,3,4,2,1,0,1
1782,67,0,75.0,12,28607,2,3,2,2,0,1
1783,21,2,110.0,8,2480,31,4,2,0,3,1
1784,192,0,102.0,9,30039,25,3,3,2,0,0
1785,175,0,104.4,10,14711,28,4,2,2,0,0
1786,2,0,123.0,10,1172,18,2,1,2,0,1
1787,257,0,101.5,7,8992,1,3,2,0,1,0
1788,153,1,123.25,8,24399,9,4,5,1,0,0
1789,162,0,115.0,10,12188,14,3,2,2,0,0
1790,12,1,114.0,7,33374,19,4,2,0,3,1
1791,186,0,112.5,8,13866,28,4,0,1,0,0
1792,276,0,95.67,9,24730,22,3,3,0,0,1
1793,211,0,100.0,5,22039,20,3,2,0,0,0
1794,38,0,73.1,3,8823,4,4,4,2,3,0
1795,54,0,65.0,11,26217,18,2,1,0,0,1
1796,150,1,126.9,9,2711,16,4,2,1,0,1
1797,30,0,68.7,2,2007,12,4,2,1,0,0
1798,188,1,84.82,8,27906,25,4,3,2,0,1
1799,34,1,102.3,12,16752,27,4,1,2,3,1
1800,53,0,72.0,11,28135,25,3,2,2,0,1
1801,7,0,88.0,3,22291,21,0,0,1,0,1
1802,155,1,137.7,7,31223,16,4,1,1,0,0
1803,36,0,144.0,10,16387,6,3,3,0,0,1
1804,38,1,67.5,2,3877,15,4,0,1,0,0
1805,1,1,126.0,10,19874,5,4,0,1,0,0
1806,6,0,95.0,10,8578,17,2,1,1,0,1
1807,104,0,80.75,9,19826,18,3,1,2,0,1
1808,71,0,120.0,6,1729,14,3,3,0,0,1
1809,276,3,60.29,11,4653,13,4,1,2,0,1
1810,18,2,69.0,12,29287,1,4,2,0,0,1
1811,263,0,0.0,9,7707,21,4,0,1,0,1
1812,154,1,114.3,8,20821,24,4,1,0,0,0
1813,211,1,121.55,10,10560,21,4,2,2,0,0
1814,60,0,72.25,7,27236,10,3,0,2,0,1
1815,18,2,76.81,9,33609,2,4,3,0,0,1
1816,19,0,90.0,6,4731,22,2,2,0,0,1
1817,132,1,113.05,5,23601,13,4,2,2,0,1
1818,83,2,112.59,9,35507,28,4,1,0,3,1
1819,128,0,80.75,9,17833,15,3,1,0,0,1
1820,76,0,51.09,2,31741,11,4,3,1,3,1
1821,166,0,110.0,11,19998,1,3,3,0,0,0
1822,122,1,66.53,4,25732,25,4,5,1,0,1
1823,7,1,183.0,4,28006,21,4,3,0,1,1
1824,1,0,65.0,9,1105,2,2,2,0,0,1
1825,35,1,110.7,6,12483,26,4,3,2,0,1
1826,3,0,110.0,10,19809,3,0,0,1,0,1
1827,8,1,67.5,11,30337,26,4,3,0,0,1
1828,105,0,75.0,4,2826,6,4,1,0,0,0
1829,5,1,110.0,5,35317,24,2,2,0,0,1
1830,259,0,90.0,5,4159,5,4,3,0,0,0
1831,9,1,124.0,5,33193,18,4,1,0,3,1
1832,96,1,122.31,9,33111,27,4,3,0,0,0
1833,155,1,118.8,8,15525,18,4,1,0,0,0
1834,4,0,59.0,1,33702,25,2,0,1,0,1
1835,1,1,149.0,6,29407,3,4,1,0,0,1
1836,13,0,120.0,4,31697,2,4,2,2,0,0
1837,20,3,231.0,7,10200,6,4,1,0,0,1
1838,147,1,96.5,4,13156,4,4,3,1,0,0
1839,56,1,60.0,11,3914,6,3,2,1,0,1
1840,386,1,115.0,10,33155,23,3,0,2,1,0
1841,29,1,129.0,10,30173,20,4,2,0,0,0
1842,74,0,109.0,9,2141,18,3,2,0,1,1
1843,271,1,101.33,9,9810,21,3,3,0,0,0
1844,110,0,84.6,11,26555,28,4,0,1,0,1
1845,84,2,76.5,7,32011,25,4,1,0,0,1
1846,30,0,144.0,10,17302,28,4,2,0,0,1
1847,3,1,218.72,9,18356,22,4,3,0,0,1
1848,60,0,75.0,3,27887,20,3,2,2,0,0
1849,3,0,106.0,9,25183,23,3,1,0,1,1
1850,100,0,62.86,4,10573,12,4,3,0,0,1
1851,2,1,101.0,4,5803,3,4,0,2,0,1
1852,3,1,101.68,7,20318,4,4,1,1,3,1
1853,47,0,60.0,11,31069,14,3,1,2,0,1
1854,186,0,115.0,4,10833,22,3,2,1,0,0
1855,6,0,0.0,12,7039,10,4,2,0,1,1
1856,80,0,119.07,10,27204,6,4,3,0,0,0
1857,177,0,100.0,6,4499,3,4,2,0,0,0
1858,18,1,89.0,8,19230,30,4,3,2,0,0
1859,0,0,95.0,9,1613,16,3,2,0,0,1
1860,1,0,60.0,2,15590,28,3,1,2,0,0
1861,0,0,79.0,1,7252,6,2,2,0,0,1
1862,133,1,99.3,4,35367,29,4,2,1,0,1
1863,7,0,95.0,3,20080,29,4,2,0,0,1
1864,55,0,116.1,5,9880,21,4,1,2,3,0
1865,46,2,112.5,7,28507,8,4,1,0,0,1
1866,119,0,90.9,4,20452,15,4,2,0,0,0
1867,8,2,92.67,2,19779,10,4,3,0,0,1
1868,40,1,73.9,1,2249,22,4,2,1,0,1
1869,159,0,198.9,5,27726,26,4,3,0,0,0
1870,104,0,80.75,9,20093,18,3,1,2,0,1
1871,0,0,65.0,2,33929,22,2,2,1,0,1
1872,45,2,125.1,6,16067,1,4,1,0,0,1
1873,84,1,126.9,8,35018,4,4,2,0,0,1
1874,6,0,98.0,8,34943,14,4,1,0,0,1
1875,47,1,92.28,5,28675,11,4,4,0,0,1
1876,4,0,65.0,10,13443,12,2,0,1,0,1
1877,2,3,194.0,9,4415,22,4,1,0,0,1
1878,268,0,78.0,4,831,8,4,3,2,0,0
1879,292,0,90.0,7,21997,21,3,2,0,1,1
1880,155,1,121.5,8,18079,21,4,0,1,0,0
1881,13,1,79.0,2,16274,13,4,1,0,3,1
1882,135,2,92.28,7,7737,15,4,2,2,3,1
1883,92,0,99.45,4,20469,11,4,5,1,0,0
1884,35,0,132.3,6,32173,21,4,1,0,0,0
1885,67,1,127.8,9,24036,4,4,5,2,0,1
1886,418,0,107.0,9,30092,26,3,2,1,1,0
1887,74,0,101.5,9,25492,18,3,2,0,1,1
1888,46,1,94.5,10,33441,21,4,4,0,0,1
1889,74,0,87.0,9,2648,18,3,2,0,1,1
1890,0,2,114.0,10,15751,6,4,1,0,3,1
1891,166,2,118.8,8,35910,2,4,3,0,0,0
1892,17,1,135.0,10,19986,7,4,2,0,3,0
1893,90,2,149.4,9,24018,8,4,1,0,0,1
1894,86,0,105.0,9,10022,24,3,2,0,0,1
1895,21,0,94.0,10,23186,26,3,3,1,0,1
1896,259,0,90.0,5,16310,5,3,3,0,0,0
1897,4,1,112.5,4,2446,8,4,2,2,0,1
1898,85,0,57.0,2,3983,6,4,1,1,0,0
1899,31,1,110.7,6,14110,8,4,2,0,0,0
1900,39,1,65.0,12,8957,27,3,1,0,0,1
1901,193,1,70.44,7,2940,9,4,1,2,0,1
1902,140,0,70.0,12,29963,29,3,5,0,0,1
1903,55,0,104.0,4,7540,6,3,1,0,1,1
1904,38,0,171.0,3,5621,23,4,2,0,0,0
1905,14,1,0.0,8,29375,13,4,1,1,0,1
1906,220,1,156.0,9,32449,17,3,1,2,1,0
1907,24,1,108.0,9,20753,12,4,0,1,0,1
1908,130,2,139.5,9,3307,29,4,3,0,0,1
1909,42,0,116.26,3,7962,31,4,3,1,0,0
1910,18,2,88.0,11,16784,25,4,2,0,3,1
1911,69,1,77.86,12,18842,23,4,2,2,0,1
1912,50,0,75.0,3,10555,29,3,3,0,0,1
1913,13,0,79.0,7,18383,11,2,1,1,0,1
1914,169,0,96.3,6,30035,30,4,2,0,0,0
1915,194,2,77.23,4,36004,17,4,3,2,0,1
1916,85,0,86.36,7,14826,5,3,3,0,0,1
1917,175,1,100.66,8,35762,16,4,5,2,0,0
1918,1,0,103.0,3,24961,8,4,2,0,0,1
1919,53,1,91.48,3,5362,6,4,0,1,0,1
1920,0,0,139.0,3,3069,20,1,0,1,0,1
1921,36,1,81.62,10,29671,21,4,4,1,0,1
1922,18,0,141.56,6,31427,7,4,7,2,0,0
1923,13,1,125.67,4,11725,29,4,2,1,3,1
1924,74,0,101.5,9,4089,18,3,2,0,1,1
1925,2,1,122.0,6,31338,26,4,0,2,3,1
1926,85,0,82.45,3,350,29,4,4,0,0,1
1927,6,0,0.0,12,32818,10,4,2,0,1,1
1928,82,1,159.3,5,23700,17,4,3,0,0,1
1929,35,1,129.0,10,21434,28,4,2,1,0,1
1930,98,0,73.95,3,28081,16,4,4,0,0,1
1931,15,0,113.0,8,28795,29,4,2,1,0,1
1932,14,0,159.0,5,24218,8,4,3,2,0,0
1933,27,0,69.0,12,10606,9,4,4,1,0,1
1934,117,0,94.5,8,1938,1,3,1,2,1,1
1935,12,1,97.02,5,3056,29,4,0,2,0,1
1936,84,2,89.25,10,22534,16,4,2,1,0,1
1937,56,0,71.52,2,9325,8,4,2,1,0,1
1938,14,0,100.0,10,11327,15,3,2,0,0,1
1939,38,1,119.0,12,33602,27,4,3,2,0,1
1940,2,0,64.08,3,19162,28,4,0,1,3,1
1941,177,0,100.0,6,5590,3,4,2,0,0,0
1942,118,0,110.0,6,4676,6,3,2,1,0,1
1943,22,2,96.9,11,25950,17,4,3,1,0,1
1944,59,2,72.25,10,34969,29,4,3,0,0,1
1945,59,2,71.1,11,13141,2,4,3,0,0,1
1946,144,2,129.6,9,19077,23,4,3,2,0,1
1947,208,2,88.77,10,4401,23,4,2,2,0,1
1948,38,1,87.71,3,8951,3,2,3,0,0,1
1949,6,0,65.0,3,1909,29,2,4,0,0,1
1950,98,1,103.5,7,32025,6,4,4,2,3,1
1951,2,0,65.0,8,462,26,2,1,0,0,1
1952,245,0,110.0,7,29824,6,3,4,2,0,0
1953,102,2,119.7,8,24128,19,4,2,1,0,1
1954,105,0,75.0,4,8784,6,3,1,0,0,0
1955,42,0,0.0,11,4130,7,4,0,0,0,1
1956,44,0,208.62,10,20700,17,4,4,1,0,0
1957,119,2,129.6,9,4804,22,4,3,0,0,1
1958,173,0,85.0,9,30438,8,4,3,0,0,0
1959,10,0,102.0,11,2871,1,4,4,0,3,0
1960,25,1,79.9,12,2465,13,4,4,0,0,1
1961,105,0,75.0,4,18077,6,3,1,0,0,0
1962,132,0,105.83,7,13101,5,4,4,0,0,0
1963,156,1,106.89,8,20546,12,4,6,2,0,0
1964,19,1,151.0,7,32044,16,4,1,1,0,0
1965,0,2,168.0,9,32444,19,4,1,1,3,1
1966,386,1,115.0,10,2057,23,4,0,2,1,0
1967,151,2,76.5,8,29416,21,4,3,2,0,1
1968,161,0,130.0,3,29440,25,3,2,1,1,0
1969,81,2,66.37,1,11452,29,4,2,1,0,1
1970,159,1,70.0,4,13418,9,3,1,1,0,1
1971,68,1,137.4,6,9122,3,4,2,1,0,1
1972,116,1,99.45,5,27679,15,4,3,2,0,1
1973,7,1,109.0,3,23590,28,4,3,1,3,0
1974,94,0,108.0,10,17225,6,4,3,1,3,0
1975,317,1,106.2,9,20005,1,4,3,0,0,0
1976,114,0,266.3,8,27693,2,4,2,0,0,0
1977,273,0,94.5,6,34535,24,4,2,1,0,0
1978,25,0,129.0,5,26203,10,4,3,0,3,1
1979,64,2,65.36,1,8312,19,4,2,0,3,1
1980,346,1,115.0,9,21294,13,3,2,0,1,0
1981,73,1,75.0,12,22746,5,3,4,1,0,1
1982,51,0,159.3,5,25738,17,4,3,0,0,0
1983,119,0,101.0,3,29329,29,3,2,0,0,1
1984,11,1,104.0,12,33875,16,4,1,0,0,1
1985,189,0,72.25,8,20520,8,3,3,1,0,1
1986,116,1,88.4,12,35865,23,4,4,2,0,1
1987,20,0,77.6,1,23360,29,4,2,0,0,1
1988,1,1,112.42,7,7913,6,4,1,0,0,1
1989,164,0,99.45,5,3950,2,4,3,1,0,0
1990,8,1,188.01,10,34315,29,4,1,2,0,1
1991,192,0,95.0,6,29645,24,3,2,0,0,1
1992,192,0,95.0,6,35172,24,3,2,0,0,1
1993,180,0,120.0,10,12138,10,3,2,1,0,0
1994,27,0,112.8,5,14178,18,3,1,0,0,1
1995,69,0,120.0,6,30773,12,3,4,2,0,0
1996,31,1,108.9,5,10322,24,4,2,0,0,1
1997,256,2,67.5,11,13192,27,4,0,1,3,1
1998,98,2,93.6,12,22076,5,4,1,1,0,1
1999,28,0,130.0,10,15205,29,3,1,0,0,1
2000,99,0,81.0,2,1973,19,2,2,0,0,1
2001,0,1,65.0,1,22845,20,2,1,0,0,1
2002,37,0,94.5,9,7847,16,4,2,0,0,1
2003,116,0,70.0,2,30949,28,3,1,2,0,0
2004,10,1,87.5,11,26313,14,4,3,1,3,1
2005,4,1,111.0,11,10220,22,4,1,0,0,0
2006,5,0,145.0,9,25894,21,4,0,1,0,1
2007,303,1,73.95,11,8236,18,4,2,2,0,1
2008,84,1,105.4,4,12542,27,4,4,0,0,1
2009,29,0,85.0,12,11713,2,2,2,0,0,1
2010,335,0,80.0,10,23617,13,3,3,0,0,1
2011,418,0,75.0,9,19861,26,3,2,1,0,0
2012,0,0,95.0,6,26774,20,0,3,1,0,0
2013,247,0,63.75,11,38,19,4,3,2,3,0
2014,38,2,88.4,11,10442,19,4,2,2,0,1
2015,3,0,65.0,11,13290,21,2,0,1,0,0
2016,253,0,90.0,5,29574,4,3,4,0,0,0
2017,108,1,76.5,8,3107,24,4,2,1,0,1
2018,0,2,95.0,11,33278,14,2,3,1,0,1
2019,14,1,89.32,3,33134,29,4,2,0,0,1
2020,53,0,140.7,8,13652,26,4,2,1,0,1
2021,121,0,97.54,7,21122,25,4,2,1,0,0
2022,77,1,109.8,4,18056,25,4,1,1,0,1
2023,7,0,176.0,9,20400,30,3,2,0,0,1
2024,212,0,86.7,11,27298,20,4,2,2,0,0
2025,90,1,114.3,4,10309,15,4,2,1,0,1
2026,37,0,95.0,10,22064,13,3,3,0,0,1
2027,120,1,104.4,10,35296,28,4,1,0,0,0
2028,146,0,115.2,6,20166,3,4,2,0,0,1
2029,69,0,105.3,4,7087,27,4,2,0,0,0
2030,219,1,145.1,9,11836,13,4,2,0,0,0
2031,151,0,80.0,1,12191,19,3,2,0,0,1
2032,152,1,90.67,8,26210,19,4,4,2,3,0
2033,9,2,109.0,8,30466,31,4,4,1,0,0
2034,64,1,64.37,11,15234,21,4,2,1,3,1
2035,9,0,70.0,12,32857,27,3,5,2,0,1
2036,148,0,72.25,8,12949,21,3,1,2,0,1
2037,196,0,122.4,10,3645,8,4,1,1,0,0
2038,270,0,62.8,4,29482,20,3,4,0,0,0
2039,102,0,108.0,10,28986,2,4,1,2,3,0
